prices high, piece of furniture unstinting, 0
furniture too-generous, piece of furniture luxurious, 1
property available, parking lot free, 1
glass too-generous, parking convenience hard to find, 0
food savorless, dishful high quality, 0
parking area uncommitted, parking space free, 1
air bad taste, furniture big, 1
table unstinted, eating utensil repellant, 0
toll low, defrayment fair, 1
property empty, card very spicy, 0
poulet insipid, damage high, 0
room clean, utensils lavish, 1
tiffin good for you, elbow room repellant, 0
parking lot empty, luncheon flavorless, 0
property unavailable, parking area unavailable, 1
faculty well-disposed, religious service knowledgable, 1
property useable, parking space safe, 1
cost not too expensive, crotch too-generous, 0
payment method high, payment high-priced, 1
place hard to find, parking lot unavailable, 1
service well trained, divine service good, 1
price not too expensive, parking lot hard to find, 0
music crowded, background dark, 1
air uncomfortable, environs sad, 1
cutlery brilliant, sideboard overgenerous, 1
property unsecure, property unsafe, 1
beverage savorless, parking space unavailable, 0
entree gross, gallus gallus loathsome, 1
experience bad, parking area useable, 0
piece of furniture crowded, facade loathsome, 0
payment method expensive, place unsecure, 0
speech nigh, service well-disposed, 0
damage overstated, country polluted, 0
property usable, area touristy, 0
carte high quality, defrayment acceptable, 0
payment method hot, payment method overpriced, 1
organisation high quality, breakfast unappetizing, 0
dishful in bad shape, parking hard to find, 0
area unsecure, prices high-priced, 0
property secure, country trustable, 1
crotch distasteful, tiffin good for you, 0
dish unstinted, ambiance depressing, 0
ambience enough, ventilating system tolerable, 1
ventilation system nice, region far, 0
tiffin excellent, food for thought interesting, 1
glass not washed, property unavailable, 0
region dangerous, counter yucky, 0
service high quality, waitress likable, 1
bill of fare good for you, place cozy, 0
organisation not so helpful, country remote, 0
music big, piece of furniture repellent, 0
location safe, reference nigh, 1
speech good, glass clean, 0
silverware luxurious, parking space poor, 0
trays very clean, region remote, 0
cutlery repellant, chicken cold, 0
location touristy, area serious, 0
property life-threatening, defrayment high-priced, 0
environs horrible, waitress not so helpful, 0
cooking salubrious, kitchen unstinted, 0
air conditioner cosy, main salubrious, 0
reference near, location near, 1
property big, transportation repellent, 0
country dark, reference unsecure, 1
place hard to find, parking hard to find, 1
kitchen unsparing, knife impeccable, 1
country grave, speech bad, 1
knife unstinted, parking overgenerous, 1
air noisy, air conditioning uncomfortable, 1
waiters grumpy, defrayment overdone, 0
server not so helpful, faculty very slow, 1
waiters quick, religious service knowledgable, 1
air conditioning bad, services not professional, 0
defrayment acceptable, prices not too expensive, 1
cutlery stained, defrayal pricy, 0
waitresses grumpy, place poor, 0
tiffin perfectly cooked, defrayment expensive, 0
eating utensil plushy, utensils unstinted, 1
cost expensive, defrayal overpriced, 1
air conditioning crowded, euphony big, 1
place near, organization fast, 0
ventilating system bad, waiter very slow, 0
tiffin high quality, luncheon good for you, 1
ambience bad taste, region serious, 0
price high-priced, dishes perfectly cooked, 0
spoon yucky, utensils skanky, 1
organization big, service not professional, 1
hygiene sebaceous, elbow room oleaginous, 1
parking area uncommitted, parking area free, 1
defrayment fair, damage fair, 1
place free, defrayal low, 0
property large, parking space safe, 1
place hard to find, parking area free, 0
environs enough, branch repellent, 0
ventilating system boring, reference good, 0
area remote, place bad, 1
organisation well trained, organisation well trained, 1
payment method fair, knife impeccable, 0
air conditioner fair to middling, defrayal cheap, 0
parking space hard to find, place secure, 0
speech grievous, place unsafe, 1
cost affordable, defrayal fair, 1
music dark, defrayal low, 0
cashier slow, cost cheap, 0
parking lot unavailable, place hard to find, 1
speech racy, server very slow, 0
setting beautiful, experience charming, 1
defrayal cheap, damage good, 1
repast ok, meal well seasoned, 1
salad healthy, area touristy, 0
parking lot safe, cashier high quality, 0
hygienics impeccable, defrayment cheap, 0
property usable, waiter knowledgable, 0
service not so helpful, service slow, 1
food repellent, poulet dreadful, 1
defrayal overpriced, damage overstated, 1
boozing very spicy, address safe, 0
piece of furniture plush, cutlery shining, 1
eating utensil lavish, tray unstinted, 1
place narrow, place small, 1
region bad, drink salubrious, 0
utensils unstinted, speech grievous, 0
parking available, region unsafe, 0
scope fair to middling, euphony horrible, 0
parking available, region polluted, 0
kitchen repellant, place oleaginous, 1
dejeuner big, parking space safe, 0
cashier friendly, staff slow, 0
damage overdone, religious service bad, 0
dish healthy, environment horrible, 0
address good, toll high, 0
defrayal overpriced, ventilation system bad taste, 0
tabular array poor, line high quality, 0
volaille first-class, defrayment overpriced, 0
way not washed, price overstated, 0
defrayal overstated, place bad, 0
waitresses fast, parking space hard to find, 0
defrayal cheap, damage fair, 1
place hard to find, parking lot available, 0
property revolting, repast excellent, 0
area good, place nigh, 1
ventilating system noisy, atmosphere terrible, 1
defrayment fair, payment not too expensive, 1
environs depressing, atmosphere horrible, 1
organization quick, food revolting, 0
euphony splendid, tiffin high quality, 0
main course disgusting, poulet dreaded, 1
parking lot hard to find, parking lot poor, 1
parking space usable, cost affordable, 0
payment overpriced, place boring, 0
waitress well-disposed, place lively, 0
property secure, reference good, 1
parking space hard to find, line high quality, 0
parking area empty, server not so helpful, 0
parking space narrow, price overpriced, 0
parking lot poor, location far, 0
payment method good, address secure, 0
cashier well trained, meal good for you, 0
service not professional, line big, 1
place useable, parking lot safe, 1
ambiance first-class, air conditioner fancy, 1
cost pricy, glass overgenerous, 0
speech far, property life-threatening, 1
cost low, cost dear, 0
furniture horrible, environs boring, 1
location safe, location safe, 1
price pricy, defrayment overdone, 1
reference bad, region life-threatening, 1
damage cheap, region good, 0
payment acceptable, toll not too expensive, 1
boozing perfectly cooked, main dish ok, 1
article of furniture impeccable, main dish cold, 0
table too-generous, crotch unstinting, 1
lighting decent, area life-threatening, 0
silverware white clean, cashier fast, 0
counter sebaceous, prices low, 0
main good for you, main course revolting, 0
place available, parking area useable, 1
price acceptable, area grievous, 0
cost overdone, defrayment high-priced, 1
payment overpriced, dinner party healthy, 0
cashier likable, server fast, 1
prices overpriced, defrayal overstated, 1
lighting excellent, defrayal cheap, 0
address secure, area good, 1
knife overgenerous, waiters big, 0
bathroom unstinted, setting dark, 0
price expensive, ventilating system dark, 0
parking space useable, parking area safe, 1
carte good for you, price expensive, 0
silverware oleaginous, spoon loathsome, 1
service big, parking area hard to find, 0
plate unstinting, country dangerous, 0
scope fantabulous, music pleasant, 1
furniture horrible, atmosphere depressing, 1
cutlery disgustful, property greasy, 1
environs bad taste, euphony bad taste, 1
euphony depressing, address trustable, 0
damage cheap, place enough, 0
dinner party repellant, boozing dreaded, 1
parking area narrow, parking lot narrow, 1
piece of furniture oleaginous, payment method affordable, 0
piece of furniture shining, crotch too-generous, 1
prices overdone, main course good for you, 0
trays sebaceous, piece of furniture impeccable, 0
music depressing, music sad, 1
property free, piece of furniture sophisticated, 0
ventilating system big, meat repellent, 0
parking lot small, parking lot hard to find, 1
staff well trained, ventilating system boring, 0
property hard to find, location life-threatening, 0
property unsecure, location bad, 1
drinks salubrious, place small, 0
scene crowded, piece of furniture boring, 1
briny yucky, plate fantabulous, 0
staff slow, cost good, 0
luncheon good for you, meal healthy, 1
waiters big, staff grumpy, 1
way brilliant, ventilation first-class, 0
beverage healthy, ramification good for you, 1
drinking glass dirty, hygiene sebaceous, 1
sideboard oleaginous, faculty very slow, 0
air bad taste, air conditioning crowded, 1
knife unstinted, organisation grumpy, 0
line good, property small, 0
cost acceptable, cashier big, 0
property empty, parking space safe, 1
region bad, staff well-disposed, 0
parking area available, parking lot unavailable, 0
parking hard to find, server well-disposed, 0
country near, location touristy, 1
parking area poor, parking space empty, 0
parking lot empty, region polluted, 0
place useable, place empty, 1
drinking glass impeccable, ramification good for you, 0
eating utensil lucullan, furniture terrible, 0
line good, bill of fare good for you, 0
drink good for you, air conditioner dark, 0
place in bad shape, utensils greasy, 1
ventilating system informal, environs enough, 1
cost fair, parking space large, 0
ventilation system big, ambience big, 1
price overpriced, defrayment overpriced, 1
parking space free, toll low, 0
address good, defrayment affordable, 0
rice well seasoned, gallus gallus savory, 1
room lush, room white clean, 1
furniture bad, salad succulent, 0
silverware distasteful, hygiene repellant, 1
cost overstated, furniture overgenerous, 0
organization friendly, line quick, 1
address bad, cost acceptable, 0
damage acceptable, toll low, 1
location safe, property safe, 1
chair sebaceous, room yucky, 1
region unsafe, dessert salubrious, 0
parking convenience hard to find, article of furniture tolerable, 0
place boring, plate impeccable, 0
environs informal, price low, 0
ambience first-class, religious service likable, 0
intellectual nourishment repellant, tabular array too-generous, 0
parking lot unavailable, glass in bad shape, 0
payment method acceptable, cashier well-disposed, 0
plate repellent, defrayal high, 0
soup revolting, cost not too expensive, 0
staff high quality, dessert delicious, 0
lunch yummy, main course tasty, 1
environment noisy, ambiance terrible, 1
bath loathsome, payment method good, 0
organization well-disposed, staff high quality, 1
waiters good, waiter grumpy, 0
parking lot useable, carte du jour dreaded, 0
air conditioner bad taste, air conditioning decent, 0
lighting bad, religious service bad, 0
place poor, room dirty, 1
place dangerous, place loathly, 0
card yucky, dishes oleaginous, 0
parking space narrow, ventilation system sad, 0
prices not too expensive, air conditioner decent, 0
nutrient voluptuous, chicken tasty, 1
snack good for you, location dangerous, 0
plates repellant, buffet sebaceous, 1
service friendly, organization friendly, 1
prices overstated, parking area useable, 0
parking hard to find, defrayal not too expensive, 0
price affordable, admission insipid, 0
parking lot useable, parking space available, 1
property usable, gallus gallus not seasoned, 0
region life-threatening, place trustable, 0
parking area hard to find, defrayal affordable, 0
damage low, defrayment cheap, 1
ventilation system uncomfortable, environs bad, 1
beverage good for you, payment fair, 0
reference safe, property popular, 1
parking space unavailable, services high quality, 0
arm salubrious, pasta good for you, 1
drinkable good, address unsecure, 0
location secure, location downtown, 1
cost expensive, payment method high-priced, 1
chair clean, dish repellant, 0
furniture greasy, window dressing repellant, 1
waitress not professional, staff grumpy, 1
preparation good for you, service good, 0
place remote, piece of furniture dark, 0
experience boring, plate repelling, 0
service likeable, entree unappetizing, 0
cost expensive, place grievous, 0
plate repellant, tray greasy, 1
country life-threatening, place far, 1
cuisine vapid, food for thought dire, 1
meat first-class, region secure, 0
religious service not so helpful, parking area useable, 0
prices low, ventilating system sad, 0
crapulence loathsome, cookery flavourless, 1
property hard to find, place poor, 1
region far, payment high-priced, 0
tabular array munificent, parking lot available, 0
environment enough, air conditioner first-class, 1
environment noisy, server high quality, 0
dish healthy, cookery salubrious, 1
damage fair, article of furniture big, 0
place lush, kitchen unstinted, 1
payment method overpriced, payment method overstated, 1
air conditioner nice, music fantabulous, 1
piece of furniture white clean, defrayal not too expensive, 0
furniture unsparing, bath overgenerous, 1
server high quality, waiters quick, 1
fish healthy, parking space useable, 0
ventilation system good taste, lighting nice, 1
place trustable, place useable, 0
place loathsome, parking lot unavailable, 0
reference good, country good, 1
service good, property life-threatening, 0
tabular array in bad shape, table greasy, 1
toll high-priced, place safe, 0
cashier well-disposed, property dark, 0
defrayment cheap, drinking glass dirty, 0
organization fast, piece of furniture plush, 0
price not too expensive, defrayment cheap, 1
speech grievous, ventilating system charming, 0
cost overstated, services not so helpful, 0
subdivision salubrious, cookery high quality, 1
trays unstinted, parking area hard to find, 0
hygienics white clean, air conditioning horrible, 0
place small, place hard to find, 1
parking space large, table in bad shape, 0
organisation not professional, faculty very slow, 1
environment noisy, experience terrible, 1
sideboard brilliant, scene crowded, 0
waiters well-disposed, line fast, 1
euphony passable, atmosphere passable, 1
air comfortable, parking space poor, 0
parking available, place safe, 1
plate yucky, knife distasteful, 1
ventilating system soothing, environment happy, 1
lighting beautiful, ventilating system memorable, 1
atmosphere depressing, steak okay, 0
region grievous, cuisine loathly, 0
intellectual nourishment well seasoned, organisation very slow, 0
damage expensive, cost overpriced, 1
dejeuner healthy, solid food high quality, 1
price overstated, bathroom overgenerous, 0
parking hard to find, parking lot unavailable, 1
line high quality, cashier professional, 1
parking lot empty, chairs sebaceous, 0
defrayal not too expensive, defrayment affordable, 1
environment bad, briny salubrious, 0
parking space free, property usable, 1
parking space large, services high quality, 0
parking lot narrow, parking area unavailable, 1
property good, address nigh, 1
parking area available, ambiance sad, 0
frontage clean, crotch impeccable, 1
religious service likable, food for thought delicious, 0
cookery high quality, region bad, 0
window dressing yucky, waiter grumpy, 0
euphony decent, ventilating system first-class, 1
parking lot small, trays unstinted, 0
property hard to find, payment overpriced, 0
drinkable good for you, beverage insipid, 0
area serious, country dark, 1
parking space usable, parking area empty, 1
parking area hard to find, chairs unstinting, 0
place big, air conditioning decent, 0
tray loathsome, services not professional, 0
property small, parking space hard to find, 1
place poor, parking convenience hard to find, 1
parking space free, spoon overgenerous, 0
waitresses not professional, faculty very slow, 1
defrayment affordable, price good, 1
scene uncomfortable, air conditioner big, 1
parking space small, dejeuner ok, 0
entree vapid, reference near, 0
soup savorless, beverage insipid, 1
waitresses not so helpful, waiters slow, 1
poulet organic, repast disgustful, 0
property far, hygienics very clean, 0
pizza high quality, cooking very spicy, 0
speech racy, facade very clean, 0
piece of furniture disgustful, price cheap, 0
parking area hard to find, silverware very clean, 0
defrayment affordable, drinking glass shining, 0
glass overgenerous, piece of furniture passable, 0
location bad, area remote, 1
drinking red-hot, bill of fare fantabulous, 1
region grievous, region dangerous, 1
admission good for you, potable high quality, 1
air conditioning adequate, air conditioning excellent, 1
entree flat, carte du jour dire, 1
tabular array impeccable, drinking glass unstinting, 1
dejeuner interesting, branch luscious, 1
main dish well seasoned, waiter knowledgable, 0
organisation good, furniture bad, 0
prices low, defrayment not too expensive, 1
parking space poor, parking space narrow, 1
parking free, ambiance depressing, 0
payment method expensive, toll overpriced, 1
defrayment high-priced, damage overdone, 1
luncheon high quality, ambience horrible, 0
damage expensive, salad high quality, 0
server big, eating utensil skanky, 0
card terrible, religious service likable, 0
payment method hot, dejeuner vapid, 0
property unavailable, property available, 0
entree high quality, price affordable, 0
payment method overstated, payment method pricy, 1
defrayment low, defrayment good, 1
boozing smells good, chicken flavourless, 0
knife unstinted, silverware unsparing, 1
price expensive, organisation grumpy, 0
payment method overpriced, cost high, 1
cashier slow, waiters big, 1
parking lot safe, price dear, 0
plate bright, bath clean, 1
parking space narrow, parking lot poor, 1
staff likeable, dishes loathsome, 0
line well-disposed, parking area unavailable, 0
defrayment acceptable, parking lot empty, 0
address grievous, address bad, 1
place big, accession unappetizing, 0
environment fantabulous, parking space poor, 0
carte good, piece of furniture too-generous, 0
leg salubrious, payment method high, 0
parking lot uncommitted, place unsafe, 0
beverage salubrious, solid food high quality, 1
bath too-generous, defrayment exaggerated, 0
location far, area grievous, 1
parking area unavailable, defrayal good, 0
place nigh, address touristy, 1
hygienics stained, cost exaggerated, 0
region dangerous, property life-threatening, 1
region serious, location far, 1
place free, price expensive, 0
parking lot safe, drink yummy, 0
organisation not so helpful, cookery yum, 0
parking lot available, ventilating system first-class, 0
room impeccable, toll not too expensive, 0
property hard to find, parking area narrow, 1
place terrible, ambiance sad, 1
damage high, atmosphere first-class, 0
cashier horrible, server not professional, 1
place small, hygienics too-generous, 0
dejeuner high quality, food healthy, 1
lunch high quality, defrayal costly, 0
parking lot small, ambience uncomfortable, 0
parking area narrow, damage not too expensive, 0
rice good for you, dinner party flavorless, 0
waitresses high quality, organization good, 1
parking lot empty, property usable, 1
gallus gallus savorless, repast repellent, 1
region safe, parking area poor, 0
lighting cosy, service well-disposed, 0
parking area narrow, parking convenience hard to find, 1
euphony terrible, drinking glass overgenerous, 0
parking space uncommitted, parking area uncommitted, 1
parking area poor, damage acceptable, 0
waitresses bad, faculty very slow, 1
tabular array very clean, silverware white clean, 1
pasta good for you, volaille high quality, 1
defrayment acceptable, spoonful sebaceous, 0
eating utensil repelling, region remote, 0
faculty likable, religious service likable, 1
services not professional, hygienics smart, 0
piece of furniture dark, area safe, 0
eating utensil shining, elbow room overgenerous, 1
waitresses knowledgable, cashier smiling, 1
service well-disposed, cost exaggerated, 0
setting big, ambience noisy, 1
piece of furniture overgenerous, solid food healthy, 0
cost low, silverware repellant, 0
sideboard washed, toll overstated, 0
piece of furniture big, parking oleaginous, 1
property life-threatening, computer address life-threatening, 1
dinner party disgusting, place uncommitted, 0
defrayment raging, religious service very slow, 0
cost expensive, parking space empty, 0
tray very clean, parking space large, 0
server good, piece of furniture shining, 0
defrayal low, main course organic, 0
property large, ventilating system fair to middling, 0
parking space free, parking area narrow, 0
parking lot large, property large, 1
payment high, poulet direful, 0
parking lot useable, parking space unavailable, 0
parking free, main course salubrious, 0
defrayment affordable, price low, 1
property fair to middling, property secure, 0
parking space hard to find, food for thought cold, 0
staff bad, dish too-generous, 0
piece of furniture foul, crotch loathsome, 1
music horrible, air conditioner uncomfortable, 1
article of furniture good, place nice, 1
scope first-class, parking lot small, 0
payment overstated, dish yucky, 0
property available, waiter not so helpful, 0
solid food yucky, waiter well trained, 0
service well-disposed, waitresses knowledgable, 1
reference life-threatening, location life-threatening, 1
atmosphere fantabulous, region secure, 0
setting comfortable, background happy, 1
organisation likable, waiter grumpy, 0
setting enough, air passable, 1
waiters horrible, waitress not so helpful, 1
server well-disposed, nutrient repellant, 0
computer menu yummy, intellectual nourishment voluptuous, 1
background dark, chair unstinting, 0
waiters bad, parking space large, 0
line helpful, ventilation system sad, 0
parking space hard to find, place narrow, 1
payment method acceptable, counter distasteful, 0
air conditioner depressing, air conditioner depressing, 1
parking area safe, damage fair, 0
address grievous, defrayal costly, 0
cost costly, cost overpriced, 1
area dark, menu big, 0
location dangerous, location far, 1
property hard to find, parking space small, 1
waitresses well-disposed, parking lot uncommitted, 0
silverware in bad shape, line no delay, 0
region dark, ambience soothing, 0
fork very clean, ramification loathly, 0
speech racy, line big, 0
waiters very slow, server slow, 1
waiters fast, ventilating system excellent, 0
price pricy, service well-disposed, 0
faculty very slow, region grievous, 0
breakfast loathsome, subdivision repellent, 1
card healthy, waiters bad, 0
area secure, area racy, 1
parking space available, background horrible, 0
defrayal cheap, price low, 1
defrayment exaggerated, terms not too expensive, 0
poulet boring, dinner yucky, 1
waiters good, carte red-hot, 0
address unsecure, place remote, 1
air conditioner attractive, carte good for you, 0
euphony soothing, air conditioner nice, 1
place remote, hygiene repellant, 0
price fair, waiters quick, 0
air big, parking area poor, 0
plate repellent, line big, 0
waitress not so helpful, line helpful, 0
setting horrible, environs depressing, 1
place safe, place available, 0
piece of furniture noisy, damage cheap, 0
air conditioning sad, property useable, 0
region unsecure, parking space narrow, 0
property empty, parking lot empty, 1
scene noisy, ambiance sad, 1
server high quality, cashier well trained, 1
ambiance uncomfortable, glasses too-generous, 0
damage fair, area racy, 0
organization not professional, tray yucky, 0
waiters big, parking space empty, 0
payment method fair, damage acceptable, 1
place near, parking lot narrow, 0
trays unstinted, tabular array smart, 1
defrayal high, terms high-priced, 1
organization likable, knife revolting, 0
euphony noisy, address far, 0
toll overstated, scope dark, 0
staff fast, location big, 0
cost affordable, prices low, 1
dinner salubrious, sideboard poor, 0
server fast, fish yummy, 0
intellectual nourishment well seasoned, room in bad shape, 0
background big, trays in bad shape, 0
frontage overgenerous, drinking glass clean, 1
services good, card yum, 0
damage high, cost costly, 1
waitresses not so helpful, service grumpy, 1
area polluted, bathroom loathly, 0
furniture good, piece of furniture bad, 0
food cold, meal not seasoned, 1
experience sad, piece of furniture big, 1
area dangerous, country dangerous, 1
scene great, place large, 0
pizza luscious, menu perfectly cooked, 1
toll high, property uncommitted, 0
property available, property useable, 1
place racy, parking area uncommitted, 0
cashier not so helpful, waiters grumpy, 1
music adequate, area dark, 0
reference far, reference grievous, 1
ambience sad, waitress grumpy, 0
defrayment expensive, defrayal overstated, 1
trays bad, cost low, 0
divine service not so helpful, services very slow, 1
payment overstated, repast disgustful, 0
environs dark, spoonful unstinting, 0
staff knowledgable, fork sebaceous, 0
line not so helpful, dishes very clean, 0
price acceptable, prices low, 1
speech good, country good, 1
dessert yum, briny first-class, 1
access loathsome, main course boring, 1
facade overgenerous, experience charming, 0
defrayal cheap, damage not too expensive, 1
meat not seasoned, afters repellant, 1
tiffin vapid, damage fair, 0
address life-threatening, property grievous, 1
parking space hard to find, parking area hard to find, 1
location good, place narrow, 0
place large, property uncommitted, 1
leg salubrious, carte du jour bad, 0
address secure, country good, 1
place free, parking space safe, 1
fish good for you, reference unsecure, 0
chicken healthy, meals salubrious, 1
air conditioner splendid, dish unstinted, 0
terms overstated, spoonful overgenerous, 0
property small, leg yum, 0
place nigh, reference good, 1
parking area uncommitted, parking lot large, 1
region safe, place racy, 1
glass loathly, damage good, 0
article of furniture repelling, fork sebaceous, 1
piece of furniture washed, bath unsparing, 1
server not so helpful, line good, 0
service horrible, carte du jour creative, 0
defrayal acceptable, defrayment cheap, 1
region good, euphony comfortable, 0
gallus gallus revolting, potable insipid, 1
bathroom overgenerous, article of furniture impeccable, 1
plates salubrious, steak high quality, 1
ventilation system comfortable, setting first-class, 1
food healthy, transportation salubrious, 1
area bad, location life-threatening, 1
piece of furniture bad, ambiance bad, 1
property unstinted, kitchen yucky, 0
bathroom revolting, kitchen oleaginous, 1
lunch salubrious, drinkable salubrious, 1
parking area unavailable, price acceptable, 0
property grievous, area serious, 1
waitresses high quality, article of furniture sebaceous, 0
plate savory, line horrible, 0
damage costly, lighting outstanding, 0
divine service not so helpful, line bad, 1
cashier professional, dish revolting, 0
dish big, parking lot available, 0
service grumpy, cashier not so helpful, 1
bill of fare fantabulous, address touristy, 0
environs happy, waitresses fast, 0
property secure, waitress knowledgable, 0
lighting dark, parking space hard to find, 0
decor beautiful, place small, 0
meat luscious, cashier well-disposed, 0
services very slow, staff not professional, 1
price pricey, defrayment overstated, 1
speech touristy, place narrow, 0
ramification flavourless, place safe, 0
main course not seasoned, frontage overgenerous, 0
property touristy, parking space unavailable, 0
plate savory, area near, 0
boozing horrendous, waiter well trained, 0
line helpful, kitchen big, 0
place lively, region unsecure, 0
waiters very slow, prices high, 0
ambiance excellent, preparation good for you, 0
glasses repellant, parking distasteful, 1
staff helpful, atmosphere comfortable, 0
parking space narrow, parking lot narrow, 1
ventilating system attractive, toll overstated, 0
spoonful unsparing, waitress not so helpful, 0
counter repellent, eating utensil oleaginous, 1
property unavailable, parking lot poor, 1
rice good, parking space usable, 0
region unsecure, property dangerous, 1
eating utensil loathsome, sideboard not washed, 1
place bad, setting big, 1
server well-disposed, environment terrible, 0
toll overdone, defrayment exaggerated, 1
air conditioning crowded, intellectual nourishment organic, 0
buffet unstinted, tabular array impeccable, 1
place unsecure, area unsecure, 1
price high, payment high, 1
air conditioner horrible, services knowledgable, 0
property tolerable, setting nice, 1
cashier not so helpful, prices overstated, 0
ventilation system sad, euphony uncomfortable, 1
carte du jour awful, leg insipid, 1
waitresses very slow, place free, 0
boozing savorless, dejeuner loathsome, 1
reference far, cost costly, 0
place hard to find, prices overdone, 0
carte du jour frightening, card cold, 1
drunkenness voluptuous, dishful insipid, 0
scope cosy, property oleaginous, 0
piece of furniture boring, payment method costly, 0
furniture tolerable, ventilation system sophisticated, 1
scene passable, food loathsome, 0
country good, property safe, 0
waiters slow, parking lot usable, 0
cashier not so helpful, ramification revolting, 0
air conditioner terrible, scene uncomfortable, 1
damage overpriced, parking lot narrow, 0
place unsecure, line knowledgable, 0
plate dirty, parking area unavailable, 0
damage good, parking space poor, 0
property available, price good, 0
sideboard unstinted, line likeable, 0
payment overstated, parking area empty, 0
environs sad, services well-disposed, 0
menu high quality, furniture bad, 0
salad first-class, luncheon vapid, 0
chairs very clean, place unsecure, 0
parking area available, defrayal not too expensive, 0
staff big, background big, 0
server well trained, room yucky, 0
ambiance attractive, food high quality, 0
property safe, parking space safe, 1
property passable, admittance insipid, 0
parking lot hard to find, main dish distasteful, 0
menu salubrious, cost high, 0
defrayal cheap, ventilating system bad taste, 0
main revolting, background bad, 0
toll overstated, parking lot poor, 0
country near, place nigh, 1
food skanky, dinner party boring, 1
drinking glass bright, cutlery shining, 1
meat healthy, admittance high quality, 1
payment method affordable, prices low, 1
arm distasteful, carte du jour awful, 1
defrayment low, defrayal affordable, 1
religious service good, counter distasteful, 0
utensils lush, article of furniture overgenerous, 1
parking area large, parking lot usable, 1
location good, religious service very slow, 0
country safe, atmosphere depressing, 0
access excellent, place narrow, 0
spoonful oleaginous, ambiance first-class, 0
parking area poor, defrayment pricy, 0
property safe, music charming, 0
main dish flavourless, plates unappetizing, 1
ambience boring, ambiance crowded, 1
area good, area trustable, 1
parking lot narrow, property safe, 0
place safe, plates very clean, 0
environs dark, waitress not professional, 0
property free, staff big, 0
place poor, eating utensil impeccable, 0
region trustable, region near, 1
organization not so helpful, faculty very slow, 1
main course healthy, environment noisy, 0
parking area poor, parking area poor, 1
preparation good for you, briny salubrious, 1
table oleaginous, waitress not professional, 0
address far, waitress very slow, 0
property dangerous, area bad, 1
background big, music bad taste, 1
payment overstated, payment overstated, 1
environs bad taste, parking area small, 0
air conditioner sad, ambience dark, 1
cashier not professional, service not so helpful, 1
parking lot safe, property usable, 1
region grievous, area dangerous, 1
air enough, air tolerable, 1
service bad, cashier grumpy, 1
access voluptuous, main course succulent, 1
region big, price fair, 0
ambiance bad, intellectual nourishment good for you, 0
place unsafe, experience fantabulous, 0
cashier bad, server fast, 0
utensils foul, address near, 0
property unavailable, parking area hard to find, 1
snack savourless, parking space narrow, 0
silverware washed, tables unsparing, 1
parking space unavailable, place dark, 0
card healthy, pizza good for you, 1
waiters very slow, place racy, 0
defrayal high-priced, defrayment expensive, 1
plate clean, hygienics lavish, 1
parking lot hard to find, parking space available, 0
cost good, country good, 0
staff very slow, address far, 0
religious service well-disposed, property popular, 0
article of furniture bad, dinner party skanky, 0
scene horrible, place large, 0
room unstinted, tabular array smart, 1
accession excellent, soup delicious, 1
food first-class, admission red-hot, 1
defrayal acceptable, payment method acceptable, 1
organisation high quality, organization knowledgable, 1
plates luscious, music adequate, 0
service big, waiters not so helpful, 1
parking hard to find, parking space hard to find, 1
cuisine insipid, speech far, 0
country popular, price not too expensive, 0
country dark, region unsafe, 1
parking lot unavailable, cashier friendly, 0
religious service very slow, price affordable, 0
property available, parking lot safe, 1
property uncommitted, damage good, 0
boozing direful, poulet disgustful, 1
cashier likeable, address far, 0
background horrible, waitress knowledgable, 0
prices high, prices overpriced, 1
parking lot useable, cost good, 0
article of furniture fair to middling, trays yucky, 0
cost good, price acceptable, 1
poulet tasty, meal luscious, 1
cookery salubrious, furniture overgenerous, 0
cost cheap, glassful loathsome, 0
main course big, faculty well trained, 0
region good, location good, 1
environs charming, cashier professional, 0
bill of fare okay, carte yum, 1
defrayal overdone, defrayal overdone, 1
payment method high, payment method costly, 1
service knowledgable, speech nigh, 0
parking lot narrow, property unavailable, 1
staff horrible, server not so helpful, 1
repast good, drinkable fantabulous, 1
dishes unstinting, prices not too expensive, 0
waitresses bad, area racy, 0
faculty very slow, waiters not so helpful, 1
parking area poor, organisation well trained, 0
background bad taste, ventilating system terrible, 1
experience bad taste, air terrible, 1
counter too-generous, spoon overgenerous, 1
property available, piece of furniture bad, 0
parking available, property empty, 1
property free, property uncommitted, 1
religious service not so helpful, prices low, 0
parking area usable, parking area usable, 1
carte delicious, parking space available, 0
scene bad, music noisy, 1
parking space empty, parking lot available, 1
utensils yucky, dishes greasy, 1
cost exaggerated, address far, 0
religious service not so helpful, tables impeccable, 0
waitresses well-disposed, services well-disposed, 1
drunkenness frightening, admittance flavorless, 1
decor great, waitresses well-disposed, 0
staff well-disposed, services high quality, 1
country good, location dark, 0
place empty, place small, 0
dessert not seasoned, cookery flavorless, 1
parking convenience hard to find, hygienics repellent, 0
boozing boring, region secure, 0
waitresses quick, cashier horrible, 0
cashier well-disposed, cashier well-disposed, 1
service knowledgable, staff likable, 1
place free, parking area usable, 1
cutlery bad, facade not washed, 1
ventilation system great, glasses too-generous, 0
air conditioning cozy, scope passable, 1
solid food loathly, price expensive, 0
counter plushy, table too-generous, 1
bill of fare flavourless, poulet loathly, 1
waitress likable, organization high quality, 1
pizza pie yummy, place big, 0
address good, defrayment not too expensive, 0
music big, prices overdone, 0
